iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
FRA,Europe,France,24/01/2020,2,2,,,,,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,25/01/2020,3,1,,,,,0.044,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,26/01/2020,3,0,,,,,0.044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-3599.6,-6.61,-7.74,-53.38910148
FRA,Europe,France,27/01/2020,3,0,,,,,0.044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,28/01/2020,4,1,,,,,0.059,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,29/01/2020,5,1,0.714,,,,0.074,0.015,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,30/01/2020,5,0,0.714,,,,0.074,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,31/01/2020,5,0,0.429,,,,0.074,0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,01/02/2020,6,1,0.429,,,,0.089,0.015,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,02/02/2020,6,0,0.429,,,,0.089,0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-4424,-6.52,-6.17,-65.61656433
FRA,Europe,France,03/02/2020,6,0,0.429,,,,0.089,0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,04/02/2020,6,0,0.286,,,,0.089,0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,05/02/2020,6,0,0.143,,,,0.089,0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,06/02/2020,6,0,0.143,,,,0.089,0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,07/02/2020,6,0,0.143,,,,0.089,0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,08/02/2020,11,5,0.714,,,,0.163,0.074,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,09/02/2020,11,0,0.714,,,,0.163,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-5500.8,-6.76,-7.99,-81.58761235
FRA,Europe,France,10/02/2020,11,0,0.714,,,,0.163,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,11/02/2020,11,0,0.714,,,,0.163,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,12/02/2020,11,0,0.714,,,,0.163,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,13/02/2020,11,0,0.714,,,,0.163,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,14/02/2020,11,0,0.714,,,,0.163,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,15/02/2020,12,1,0.143,1,1,,0.178,0.015,0.002,0.015,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,16/02/2020,12,0,0.143,1,0,,0.178,0,0.002,0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-6558,-6.93,-7.94,-97.26795408
FRA,Europe,France,17/02/2020,12,0,0.143,1,0,,0.178,0,0.002,0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,18/02/2020,12,0,0.143,1,0,,0.178,0,0.002,0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,19/02/2020,12,0,0.143,1,0,,0.178,0,0.002,0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,20/02/2020,12,0,0.143,1,0,0.143,0.178,0,0.002,0.015,0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,21/02/2020,12,0,0.143,1,0,0.143,0.178,0,0.002,0.015,0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,22/02/2020,12,0,0,1,0,0,0.178,0,0,0.015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,23/02/2020,12,0,0,1,0,0,0.178,0,0,0.015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-7910.2,-7.34,-10.25,-117.3237222
FRA,Europe,France,24/02/2020,12,0,0,1,0,0,0.178,0,0,0.015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,25/02/2020,14,2,0.286,1,0,0,0.208,0.03,0.004,0.015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,26/02/2020,18,4,0.857,2,1,0.143,0.267,0.059,0.013,0.03,0.015,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,27/02/2020,38,20,3.714,2,0,0.143,0.564,0.297,0.055,0.03,0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,28/02/2020,57,19,6.429,2,0,0.143,0.845,0.282,0.095,0.03,0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,29/02/2020,100,43,12.571,2,0,0.143,1.483,0.638,0.186,0.03,0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,01/03/2020,130,30,16.857,2,0,0.143,1.928,0.445,0.25,0.03,0,0.002,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-9084.6,-7.51,-8.89,-134.742369
FRA,Europe,France,02/03/2020,191,61,25.571,3,1,0.286,2.833,0.905,0.379,0.044,0.015,0.004,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,03/03/2020,212,21,28.286,4,1,0.429,3.144,0.311,0.42,0.059,0.015,0.006,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,04/03/2020,288,76,38.571,4,0,0.286,4.272,1.127,0.572,0.059,0,0.004,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,05/03/2020,426,138,55.429,7,3,0.714,6.318,2.047,0.822,0.104,0.044,0.011,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,06/03/2020,616,190,79.857,9,2,1,9.136,2.818,1.184,0.133,0.03,0.015,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,07/03/2020,948,332,121.143,16,7,2,14.061,4.924,1.797,0.237,0.104,0.03,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,08/03/2020,1125,177,142.143,19,3,2.429,16.686,2.625,2.108,0.282,0.044,0.036,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-9863.4,-7.36,-6.03,-146.2934947
FRA,Europe,France,09/03/2020,1411,286,174.286,25,6,3.143,20.928,4.242,2.585,0.371,0.089,0.047,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,10/03/2020,1783,372,224.429,33,8,4.143,26.445,5.517,3.329,0.489,0.119,0.061,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,11/03/2020,2293,510,286.429,48,15,6.286,34.01,7.564,4.248,0.712,0.222,0.093,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,12/03/2020,2293,0,266.714,48,0,5.857,34.01,0,3.956,0.712,0,0.087,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,13/03/2020,3678,1385,437.429,79,31,10,54.552,20.542,6.488,1.172,0.46,0.148,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,14/03/2020,4493,815,506.429,91,12,10.714,66.64,12.088,7.511,1.35,0.178,0.159,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.54,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,15/03/2020,4529,36,486.286,91,0,10.286,67.174,0.534,7.213,1.35,0,0.153,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.54,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-9640.4,-6.59,1.81,-142.985969
FRA,Europe,France,16/03/2020,6680,2151,752.714,149,58,17.714,99.077,31.904,11.164,2.21,0.86,0.263,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,17/03/2020,7712,1032,847,149,0,16.571,114.384,15.307,12.563,2.21,0,0.246,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,18/03/2020,9121,1409,975.429,149,0,14.429,135.282,20.898,14.468,2.21,0,0.214,2.36,771,11.435,2972,44.081,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,19/03/2020,10962,1841,1238.429,244,95,28,162.588,27.306,18.368,3.619,1.409,0.415,2.27,1002,14.862,4073,60.411,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,20/03/2020,12745,1783,1295.286,451,207,53.143,189.033,26.445,19.212,6.689,3.07,0.788,2.18,1297,19.237,5226,77.512,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,21/03/2020,14444,1699,1421.571,563,112,67.429,214.233,25.199,21.085,8.35,1.661,1,2.12,1453,21.551,5900,87.509,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,22/03/2020,16739,2295,1744.286,676,113,83.571,248.272,34.039,25.871,10.026,1.676,1.24,2.07,1674,24.829,6954,103.141,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-7740.6,-4.89,15.78,-114.8082228
FRA,Europe,France,23/03/2020,20094,3355,1916.286,862,186,101.857,298.033,49.761,28.422,12.785,2.759,1.511,2,2080,30.85,8673,128.638,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,24/03/2020,22337,2243,2089.286,1102,240,136.143,331.301,33.268,30.988,16.345,3.56,2.019,1.93,2503,37.124,10163,150.737,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,25/03/2020,25292,2955,2310.143,1333,231,169.143,375.13,43.828,34.264,19.771,3.426,2.509,1.87,2935,43.532,12072,179.051,2913,43.205,14396,213.521,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,26/03/2020,29208,3916,2606.571,1697,364,207.571,433.212,58.082,38.661,25.17,5.399,3.079,1.81,3351,49.702,13879,205.853,3087,45.786,15264,226.395,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,27/03/2020,33000,3792,2893.571,1996,299,220.714,489.454,56.243,42.917,29.605,4.435,3.274,1.74,3758,55.738,15701,232.877,3453,51.215,17067,253.137,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,28/03/2020,37648,4648,3314.857,2314,318,250.143,558.393,68.939,49.166,34.321,4.717,3.71,1.69,4236,62.828,17580,260.746,3850,57.103,18880,280.027,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,29/03/2020,40251,2603,3358.857,2608,294,276,597.001,38.608,49.818,38.682,4.361,4.094,1.63,4592,68.108,19311,286.42,4084,60.574,20031,297.099,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-3489.2,-2.05,35.62,-51.75165376
FRA,Europe,France,30/03/2020,44594,4343,3500,3025,417,309,661.416,64.415,51.912,44.867,6.185,4.583,1.57,5056,74.99,20946,310.67,4330,64.222,21086,312.747,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,31/03/2020,52229,7635,4270.286,3526,501,346.286,774.658,113.242,63.337,52.297,7.431,5.136,1.52,5496,81.516,22672,336.27,4526,67.129,22614,335.41,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,01/04/2020,57072,4843,4540,4779,1253,492.286,846.489,71.831,67.337,70.882,18.584,7.302,1.44,5940,88.102,24543,364.021,4690,69.562,23729,351.947,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,02/04/2020,59172,2100,4280.571,5388,609,527.286,877.636,31.147,63.489,79.915,9.033,7.821,1.35,6305,93.515,26131,387.574,4806,71.282,24477,363.042,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,03/04/2020,64395,5223,4485,6510,1122,644.857,955.104,77.467,66.521,96.556,16.641,9.564,1.3,6556,97.238,27302,404.942,4838,71.757,25045,371.466,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,04/04/2020,47319,,,7562,1052,749.714,701.833,,,112.159,15.603,11.12,1.24,6723,99.715,28003,415.339,4645,68.894,24514,363.591,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,05/04/2020,48165,846,3570,8081,519,781.857,714.381,12.548,52.95,119.857,7.698,11.596,1.19,6859,101.732,28747,426.374,4492,66.625,23760,352.407,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,3641.4,2,61.08,54.00907716
FRA,Europe,France,06/04/2020,50823,2658,3329.286,8914,833,841.286,753.804,39.423,49.38,132.212,12.355,12.478,1.14,6948,103.052,29569,438.566,4276,63.421,23406,347.157,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,07/04/2020,47329,,,10330,1416,972,701.982,,,153.214,21.002,14.417,1.09,7004,103.883,29871,443.045,4027,59.728,22537,334.268,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,08/04/2020,51180,3851,,10874,544,870.714,759.099,57.118,,161.283,8.069,12.914,1.04,7019,104.105,30217,448.177,3738,55.442,21395,317.33,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,09/04/2020,54964,3784,,12214,1340,975.143,815.224,56.124,,181.157,19.875,14.463,0.99,6937,102.889,30608,453.976,3379,50.117,20540,304.648,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,10/04/2020,56530,1566,,13199,985,955.571,838.45,23.227,,195.767,14.609,14.173,0.94,6875,101.97,31108,461.392,3170,47.017,20074,297.737,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,11/04/2020,57975,1445,2021.429,13835,636,896.143,859.883,21.432,29.982,205.2,9.433,13.292,0.9,6752,100.145,31159,462.149,2923,43.354,19296,286.197,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,12/04/2020,108720,50745,9149.857,14396,561,902.143,1612.53,752.648,135.71,213.521,8.321,13.381,0.88,6714,99.582,31665,469.654,2753,40.832,19053,282.593,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,9736.6,5.03,53.15,144.4128029
FRA,Europe,France,13/04/2020,111859,3139,9218.571,14969,573,865,1659.088,46.558,136.729,222.02,8.499,12.83,0.85,6690,99.226,31952,473.911,2502,37.11,17556,260.39,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,14/04/2020,129307,17448,11711.143,15712,743,768.857,1917.875,258.788,173.699,233.04,11.02,11.404,0.83,6599,97.876,32131,476.566,2259,33.505,16244,240.93,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,15/04/2020,132514,3207,11619.143,17150,1438,896.571,1965.442,47.566,172.335,254.368,21.328,13.298,0.79,6331,93.901,31623,469.031,2061,30.569,15520,230.192,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,16/04/2020,145092,12578,12875.429,17903,753,812.714,2151.998,186.556,190.968,265.536,11.168,12.054,0.75,6139,91.053,31172,462.342,1962,29.1,14614,216.754,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,17/04/2020,146983,1891,12921.857,18664,761,780.714,2180.045,28.047,191.656,276.824,11.287,11.58,0.72,5922,87.835,31061,460.695,1773,26.297,13619,201.996,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,18/04/2020,150787,3804,13258.857,19305,641,781.429,2236.466,56.421,196.655,286.331,9.507,11.59,0.69,5733,85.032,30515,452.597,1724,25.57,13140,194.892,,,,,,,,,,,,,,,,,,,,,,,87.96,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
