iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
DEU,Europe,Germany,15/07/2021,3740325,1642,972.286,91319,32,25.429,44843.422,19.686,11.657,1094.84,0.384,0.305,1.36,396,4.748,,,,,390,4.676,,,,,87738,1.052,,,tests performed,86882551,50579327,38103762,7829,784875,631768,104.17,60.64,45.68,0.01,7574,173055,0.207,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,16/07/2021,3741781,1456,1044.714,91337,18,21,44860.878,17.456,12.525,1095.056,0.216,0.252,1.37,379,4.544,,,,,392,4.7,,,,,87653,1.051,,,tests performed,87524384,50750248,38586003,7951,641833,619436,104.93,60.85,46.26,0.01,7427,165335,0.198,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,17/07/2021,3743389,1608,1138.429,91359,22,19.143,44880.157,19.279,13.649,1095.319,0.264,0.23,1.37,372,4.46,,,,,394,4.724,,,,,87567,1.05,,,tests performed,87803898,50839946,38774229,11331,279514,611160,105.27,60.95,46.49,0.01,7327,163099,0.196,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,18/07/2021,3744681,1292,1216.571,91362,3,18.714,44895.647,15.49,14.586,1095.355,0.036,0.224,1.36,371,4.448,,,,,394,4.724,66595771,,798.429,,87481,1.049,0.016,62.5,tests performed,87982906,50908445,38885035,11375,179008,605411,105.48,61.04,46.62,0.01,7258,163241,0.196,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,41283.9,2.74,4.74,494.9600253
DEU,Europe,Germany,19/07/2021,3745227,546,1248.286,91363,1,18.571,44902.193,6.546,14.966,1095.367,0.012,0.223,1.35,368,4.412,,,,,413,4.952,,,,,87207,1.046,,,tests performed,88352259,51011623,39157530,11467,369353,591589,105.93,61.16,46.95,0.01,7093,154860,0.186,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,20/07/2021,3746410,1183,1325,91397,34,19.714,44916.376,14.183,15.886,1095.775,0.408,0.236,1.35,361,4.328,,,,,447,5.359,,,,,86934,1.042,,,tests performed,89011586,51161254,39673681,11588,659327,567556,106.72,61.34,47.57,0.01,6805,146234,0.175,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,21/07/2021,3748613,2203,1418.571,91416,19,18.429,44942.788,26.412,17.008,1096.003,0.228,0.221,1.34,357,4.28,,,,,471,5.647,,,,,86660,1.039,,,tests performed,89823738,51340677,40313033,11694,812152,532295,107.69,61.55,48.33,0.01,6382,137492,0.165,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,22/07/2021,3750503,1890,1454,91458,42,19.857,44965.448,22.66,17.432,1096.506,0.504,0.238,1.32,354,4.244,,,,,502,6.019,,,,,86386,1.036,,,tests performed,90481231,51485058,40833125,11799,657493,514097,108.48,61.73,48.96,0.01,6164,129390,0.155,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,23/07/2021,3752592,2089,1544.429,91492,34,22.143,44990.493,25.045,18.516,1096.914,0.408,0.265,1.32,356,4.268,,,,,541,6.486,,,,,86112,1.032,,,tests performed,91019457,51608336,41253406,11940,538226,499296,109.12,61.87,49.46,0.01,5986,122584,0.147,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,24/07/2021,3754511,1919,1588.857,91520,28,23,45013.501,23.007,19.049,1097.25,0.336,0.276,1.31,354,4.244,,,,,572,6.858,,,,,85838,1.029,,,tests performed,91229220,51671595,41401093,12257,209763,489332,109.38,61.95,49.64,0.01,5867,118807,0.142,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,25/07/2021,3755898,1387,1602.429,91524,4,23.143,45030.13,16.629,19.212,1097.298,0.048,0.277,1.31,371,4.448,,,,,595,7.134,67194718,,805.609,,85564,1.026,0.023,43.5,tests performed,91340928,51708382,41476183,12300,111708,479717,109.51,61.99,49.73,0.01,5751,114277,0.137,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,41623.1,2.74,1.96,499.0267545
DEU,Europe,Germany,26/07/2021,3756856,958,1661.286,91527,3,23.429,45041.615,11.486,19.917,1097.333,0.036,0.281,1.32,369,4.424,,,,,588,7.05,,,,,85337,1.023,,,tests performed,91674068,51790390,41730954,12388,333140,474544,109.91,62.09,50.03,0.01,5689,111252,0.133,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,27/07/2021,3758401,1545,1713,91565,38,24,45060.139,18.523,20.537,1097.789,0.456,0.288,1.32,370,4.436,,,,,576,6.906,,,,,85110,1.02,,,tests performed,92273872,51908627,42216687,12534,599804,466041,110.63,62.23,50.61,0.02,5587,106768,0.128,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,28/07/2021,3761169,2768,1793.714,91586,21,24.286,45093.325,33.186,21.505,1098.041,0.252,0.291,1.32,356,4.268,,,,,637,7.637,,,,,84883,1.018,,,tests performed,93016055,52052571,42819306,12801,742183,456045,111.52,62.41,51.34,0.02,5468,101699,0.122,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,29/07/2021,3764311,3142,1972.571,91607,21,21.286,45130.995,37.67,23.65,1098.293,0.252,0.255,1.31,347,4.16,,,,,686,8.225,,,,,84657,1.015,,,tests performed,93607694,52175223,43292964,13052,591639,446638,112.23,62.55,51.9,0.02,5355,98595,0.118,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,30/07/2021,3766765,2454,2024.714,91637,30,20.714,45160.416,29.421,24.275,1098.652,0.36,0.248,1.29,352,4.22,,,,,714,8.56,,,,,84430,1.012,,,tests performed,94082168,52282629,43663754,13389,474474,437530,112.8,62.68,52.35,0.02,5246,96328,0.115,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,31/07/2021,3769165,2400,2093.429,91658,21,19.714,45189.19,28.774,25.098,1098.904,0.252,0.236,1.28,361,4.328,,,,,751,9.004,,,,,84203,1.01,,,tests performed,94273003,52342156,43795630,13614,190835,434826,113.03,62.75,52.51,0.02,5213,95794,0.115,67.59,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,01/08/2021,3771262,2097,2194.857,91659,1,19.286,45214.331,25.141,26.315,1098.916,0.012,0.231,1.28,364,4.364,,,,,759,9.1,67782552,,812.657,,83976,1.007,0.029,34.5,tests performed,94378130,52376965,43865807,13810,105127,433886,113.15,62.8,52.59,0.02,5202,95512,0.115,64.81,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,40984.7,2.66,-3.58,491.3728633
DEU,Europe,Germany,02/08/2021,3772109,847,2179,91660,1,19,45224.486,10.155,26.124,1098.928,0.012,0.228,1.28,378,4.532,,,,,789,9.459,,,,,84111,1.008,,,tests performed,94668562,52447462,44088838,14038,290432,427785,113.5,62.88,52.86,0.02,5129,93867,0.113,64.81,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,03/08/2021,3773875,1766,2210.571,91679,19,16.286,45245.659,21.173,26.503,1099.156,0.228,0.195,1.29,378,4.532,,,,,863,10.347,,,,,84247,1.01,,,tests performed,95169345,52544159,44497216,14441,500783,413639,114.1,63,53.35,0.02,4959,90790,0.109,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,04/08/2021,3777446,3571,2325.286,91704,25,16.857,45288.472,42.813,27.878,1099.456,0.3,0.202,1.3,392,4.7,,,171,2.05,887,10.634,,,,,84382,1.012,,,tests performed,95784194,52664020,44996816,14841,614849,395448,114.84,63.14,53.95,0.02,4741,87350,0.105,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,05/08/2021,3780985,3539,2382,91730,26,17.571,45330.902,42.43,28.558,1099.767,0.312,0.211,1.3,387,4.64,,,180,2.158,890,10.67,,,,,84517,1.013,,,tests performed,96318083,52768861,45430914,15208,533889,387198,115.48,63.27,54.47,0.02,4642,84805,0.102,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,06/08/2021,3784433,3448,2524,91754,24,16.714,45372.241,41.339,30.261,1100.055,0.288,0.2,1.31,393,4.712,,,175,2.098,932,11.174,,,,,84652,1.015,,,tests performed,96746013,52864000,45767603,15613,427930,380549,115.99,63.38,54.87,0.02,4562,83053,0.1,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,07/08/2021,3787639,3206,2639.143,91778,24,17.143,45410.678,38.437,31.641,1100.343,0.288,0.206,1.33,416,4.987,,,173,2.074,962,11.534,,,,,84788,1.017,,,tests performed,96927045,52917636,45894935,16074,181032,379149,116.21,63.44,55.02,0.02,4546,82211,0.099,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,08/08/2021,3790766,3127,2786.286,91782,4,17.571,45448.168,37.49,33.405,1100.391,0.048,0.211,1.35,434,5.203,,,179,2.146,1004,12.037,68377011,,819.784,,84923,1.018,0.038,26.3,tests performed,97036174,52944309,45977351,16242,109129,379721,116.34,63.48,55.12,0.02,4553,81049,0.097,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,40493.7,2.6,-2.8,485.4861769
DEU,Europe,Germany,09/08/2021,3791949,1183,2834.286,91784,2,17.714,45462.351,14.183,33.981,1100.415,0.024,0.212,1.36,456,5.467,,,191,2.29,1015,12.169,,,,,84479,1.013,,,tests performed,97328925,53006498,46210596,16603,292751,380052,116.69,63.55,55.4,0.02,4557,79862,0.096,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,10/08/2021,3794429,2480,2936.286,91803,19,17.714,45492.085,29.733,35.204,1100.643,0.228,0.212,1.38,443,5.311,,,197,2.362,1063,12.744,,,,,84035,1.008,,,tests performed,97797510,53100007,46589483,16973,468585,375452,117.25,63.66,55.86,0.02,4501,79407,0.095,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,11/08/2021,3799425,4996,3139.857,91817,14,16.143,45551.983,59.898,37.644,1100.81,0.168,0.194,1.41,454,5.443,,,216,2.59,1165,13.967,,,,,83592,1.002,,,tests performed,98375444,53229127,47042424,17615,577934,370179,117.94,63.82,56.4,0.02,4438,80730,0.097,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,12/08/2021,3805063,5638,3439.714,91834,17,14.857,45619.578,67.595,41.239,1101.014,0.204,0.178,1.43,472,5.659,,,230,2.758,1293,15.502,,,,,83148,0.997,,,tests performed,98862797,53355815,47408550,18229,487353,363531,118.53,63.97,56.84,0.02,4358,83851,0.101,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,13/08/2021,3810641,5578,3744,91853,19,14.143,45686.453,66.876,44.887,1101.242,0.228,0.17,1.44,480,5.755,,,244,2.925,1415,16.965,,,,,82705,0.992,,,tests performed,99266539,53468539,47703364,18864,403742,360075,119.01,64.1,57.19,0.02,4317,86363,0.104,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,14/08/2021,3816285,5644,4092.286,91864,11,12.286,45754.12,67.667,49.063,1101.374,0.132,0.147,1.45,489,5.863,,,261,3.129,1525,18.283,,,,,82261,0.986,,,tests performed,99461831,53536438,47830528,19516,195292,362112,119.25,64.19,57.34,0.02,4341,88400,0.106,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,15/08/2021,3821013,4728,4321,91867,3,12.143,45810.805,56.685,51.805,1101.41,0.036,0.146,1.44,517,6.198,,,277,3.321,1603,19.219,68949733,,826.651,,81817,0.981,0.06,16.7,tests performed,99573809,53573837,47904962,19755,111978,362519,119.38,64.23,57.43,0.02,4346,89933,0.108,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,40907.7,2.6,2.41,490.4496966
DEU,Europe,Germany,16/08/2021,3823139,2126,4455.714,91871,4,12.429,45836.294,25.489,53.42,1101.458,0.048,0.149,1.44,547,6.558,,,298,3.573,1676,20.094,,,,,84329,1.011,,,tests performed,99838766,53659261,48087610,20485,264957,358549,119.7,64.33,57.65,0.02,4299,93252,0.112,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,17/08/2021,3827051,3912,4660.286,91899,28,13.714,45883.196,46.902,55.873,1101.793,0.336,0.164,1.45,576,6.906,,,316,3.789,1803,21.616,,,,,86841,1.041,,,tests performed,100235566,53783753,48364316,21250,396800,348294,120.17,64.48,57.98,0.03,4176,97678,0.117,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,18/08/2021,3835375,8324,5135.714,91921,22,14.857,45982.994,99.798,61.573,1102.057,0.264,0.178,1.46,600,7.194,,,329,3.944,1936,23.211,,,,,89353,1.071,,,tests performed,100691772,53931830,48677330,22221,456206,330904,120.72,64.66,58.36,0.03,3967,100386,0.12,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,19/08/2021,3843775,8400,5530.286,91943,22,15.571,46083.703,100.709,66.304,1102.321,0.264,0.187,1.46,623,7.469,,,344,4.124,2049,24.566,,,,,91865,1.101,,,tests performed,101069466,54070536,48921927,23353,377694,315238,121.17,64.83,58.65,0.03,3779,102103,0.122,59.26,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,20/08/2021,3853055,9280,6059.143,91956,13,14.714,46194.962,111.26,72.644,1102.477,0.156,0.176,1.45,652,7.817,,,364,4.364,2146,25.729,,,,,94377,1.132,,,tests performed,101378612,54194180,49111052,24550,309146,301725,121.54,64.97,58.88,0.03,3617,103663,0.124,56.48,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,21/08/2021,3861147,8092,6408.857,91973,17,15.571,46291.979,97.016,76.837,1102.681,0.204,0.187,1.43,682,8.177,,,373,4.472,2225,26.676,,,,,96889,1.162,,,tests performed,101532543,54266926,49191970,25214,153931,295816,121.73,65.06,58.98,0.03,3547,104355,0.125,56.48,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,22/08/2021,3868197,7050,6740.571,91976,3,15.571,46376.502,84.524,80.814,1102.717,0.036,0.187,1.41,714,8.56,,,403,4.832,2297,27.539,69645538,,834.993,,99401,1.192,0.078,12.8,tests performed,101623255,54306010,49243388,25584,90712,292778,121.84,65.11,59.04,0.03,3510,104596,0.125,56.48,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,41428.5,2.6,3.07,496.6936605
DEU,Europe,Germany,23/08/2021,3871865,3668,6960.857,91980,4,15.571,46420.479,43.976,83.455,1102.765,0.048,0.187,1.4,776,9.304,,,422,5.059,2360,28.294,,,,,102881,1.233,,,tests performed,101847298,54397592,49379019,26436,224043,286933,122.11,65.22,59.2,0.03,3440,105476,0.126,56.48,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,24/08/2021,3877612,5747,7223,92022,42,17.571,46489.38,68.902,86.598,1103.268,0.504,0.211,1.38,805,9.651,,,437,5.239,2507,30.057,,,,,106362,1.275,,,tests performed,102167806,54529505,49572221,27753,320508,276034,122.49,65.38,59.43,0.03,3309,106536,0.128,62.04,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,25/08/2021,3889173,11561,7685.429,92061,39,20,46627.987,138.607,92.142,1103.736,0.468,0.24,1.37,836,10.023,,,449,5.383,2693,32.287,,,,,109843,1.317,,,tests performed,102530895,54681005,49787589,29736,363089,262732,122.93,65.56,59.69,0.04,3150,107025,0.128,62.04,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,26/08/2021,3901799,12626,8289.143,92082,21,19.857,46779.363,151.375,99.38,1103.987,0.252,0.238,1.35,869,10.419,,,488,5.851,2850,34.169,,,,,113324,1.359,,,tests performed,102842391,54821739,49963101,31725,311496,253275,123.3,65.73,59.9,0.04,3037,107315,0.129,62.04,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,27/08/2021,3913828,12029,8681.857,92096,14,20,46923.581,144.218,104.088,1104.155,0.168,0.24,1.32,925,11.09,,,503,6.031,2956,35.44,,,,,116804,1.4,,,tests performed,103105728,54942603,50108237,33866,263337,246731,123.62,65.87,60.08,0.04,2958,106918,0.128,62.04,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,28/08/2021,3924131,10303,8997.714,92118,22,20.714,47047.105,123.525,107.875,1104.419,0.264,0.248,1.3,974,11.677,,,517,6.198,3067,36.771,,,,,120285,1.442,,,tests performed,103244043,55013610,50174815,35039,138315,244500,123.78,65.96,60.16,0.04,2931,106669,0.128,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,29/08/2021,3932547,8416,9192.857,92130,12,22,47148.006,100.901,110.215,1104.563,0.144,0.264,1.27,1011,12.121,,,525,6.294,3175,38.066,70511899,,845.38,,123766,1.484,0.082,12.2,tests performed,103324765,55049616,50218796,35843,80722,243073,123.88,66,60.21,0.04,2914,106229,0.127,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,41794.5,2.6,2.18,501.0816996
DEU,Europe,Germany,30/08/2021,3937106,4559,9320.143,92140,10,22.857,47202.665,54.659,111.741,1104.683,0.12,0.274,1.24,1069,12.816,,,548,6.57,3201,38.377,,,,,125501,1.505,,,tests performed,103512508,55135501,50323162,37174,187743,237887,124.1,66.1,60.33,0.04,2852,105416,0.126,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,31/08/2021,3942856,5750,9320.571,92200,60,25.429,47271.602,68.938,111.746,1105.402,0.719,0.305,1.22,1096,13.14,,,578,6.93,3173,38.042,,,,,127237,1.525,,,tests performed,103786327,55262578,50473296,39453,273819,231217,124.43,66.26,60.51,0.05,2772,104725,0.126,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,01/09/2021,3956387,13531,9602,92223,23,23.143,47433.828,162.226,115.12,1105.678,0.276,0.277,1.21,1136,13.62,,,611,7.325,3205,38.425,,,,,128973,1.546,,,tests performed,104112486,55398735,50645359,63005,326159,225942,124.82,66.42,60.72,0.08,2709,102533,0.123,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,02/09/2021,3970102,13715,9757.571,92256,33,24.857,47598.26,164.432,116.985,1106.074,0.396,0.298,1.2,1170,14.027,,,620,7.433,3211,38.497,,,,,130708,1.567,,,tests performed,104389957,55521861,50787615,81854,277471,221081,125.15,66.57,60.89,0.1,2651,100017,0.12,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,03/09/2021,3984353,14251,10075,92301,45,29.286,47769.117,170.858,120.791,1106.613,0.54,0.351,1.19,1217,14.591,,,641,7.685,3240,38.845,,,,,132444,1.588,,,tests performed,104613368,55619592,50901886,97705,223411,215377,125.42,66.68,61.03,0.12,2582,96713,0.116,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,04/09/2021,3995188,10835,10151,92325,24,29.571,47899.02,129.903,121.702,1106.901,0.288,0.355,1.17,1261,15.118,,,656,7.865,3286,39.396,,,,,134179,1.609,,,tests performed,104719791,55667455,50956062,102414,106423,210821,125.55,66.74,61.09,0.12,2528,93406,0.112,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,05/09/2021,4005641,10453,10442,92346,21,30.857,48024.343,125.323,125.191,1107.153,0.252,0.37,1.15,1287,15.43,,,681,8.165,3280,39.325,71463302,,856.786,,135915,1.63,0.086,11.6,tests performed,104779602,55693886,50986462,105503,59811,207834,125.62,66.77,61.13,0.13,2492,92039,0.11,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,42193.7,2.6,2.36,505.8677795
DEU,Europe,Germany,06/09/2021,4010390,4749,10469.143,92354,8,30.571,48081.28,56.937,125.516,1107.249,0.096,0.367,1.13,1322,15.85,,,705,8.452,3281,39.336,,,,,137234,1.645,,,tests performed,104932778,55758596,51062364,121357,153176,202896,125.81,66.85,61.22,0.15,2433,89014,0.107,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,07/09/2021,4017116,6726,10608.571,92413,59,30.429,48161.919,80.639,127.188,1107.956,0.707,0.365,1.1,1349,16.173,,,721,8.644,3302,39.588,,,,,138553,1.661,,,tests performed,105179625,55861149,51185995,147013,246847,199043,126.1,66.97,61.37,0.18,2386,85510,0.103,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,08/09/2021,4030681,13565,10613.429,92448,35,32.143,48324.552,162.633,127.246,1108.376,0.42,0.385,1.08,1387,16.629,,,713,8.548,3308,39.66,,,,,139872,1.677,,,tests performed,105464003,55975031,51329449,178784,284378,193074,126.44,67.11,61.54,0.21,2315,82328,0.099,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,09/09/2021,4046112,15431,10858.571,92498,50,34.571,48509.557,185.005,130.185,1108.975,0.599,0.414,1.06,1396,16.737,,,704,8.44,3313,39.72,,,,,141192,1.693,,,tests performed,105733639,56086843,51465282,206816,269636,191955,126.77,67.24,61.7,0.25,2301,80712,0.097,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,10/09/2021,4059081,12969,10675.429,92553,55,36,48665.045,155.488,127.99,1109.634,0.659,0.432,1.04,1412,16.929,,,702,8.416,3342,40.068,,,,,142511,1.709,,,tests performed,105952615,56172098,51581346,228759,218976,191321,127.03,67.35,61.84,0.27,2294,78929,0.095,60.19,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,11/09/2021,4070295,11214,10729.571,92598,45,39,48799.491,134.447,128.639,1110.174,0.54,0.468,1.03,1437,17.228,,,710,8.512,3342,40.068,,,,,143830,1.724,,,tests performed,106061156,56215367,51640722,234975,108541,191624,127.16,67.4,61.91,0.28,2297,78273,0.094,54.63,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
DEU,Europe,Germany,12/09/2021,4077640,7345,10285.571,92606,8,37.143,48887.552,88.061,123.316,1110.27,0.096,0.445,1.01,1453,17.42,,,709,8.5,3322,39.828,72479346,,868.968,,145149,1.74,0.079,12.7,tests performed,106122743,56238142,51675153,239426,61587,191877,127.23,67.42,61.95,0.29,2300,77751,0.093,54.63,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,44543.9,2.71,14.22,534.0447456
DEU,Europe,Germany,13/09/2021,4083151,5511,10394.429,92618,12,37.714,48953.624,66.072,124.621,1110.414,0.144,0.452,1,1500,17.984,,,720,8.632,3299,39.552,,,,,144559,1.733,,,tests performed,106283386,56299942,51757150,259872,160643,192944,127.43,67.5,62.05,0.31,2313,77335,0.093,54.63,83408554,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,,,,
